"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AVIL",13.9391262829129,0.386767953365771,0.363889522132604,0.150814682488536,0.194326114552179
"PRSS36",8.44916699052199,0.592025237507408,0.421960179624887,0.0294590217239841,0.0433536355238184
"PCSK9",11.9459967702687,1.47764449072599,0.551322530918677,1.47334439537358e-06,3.63782419201514e-06
"DRC3",7.38082020019435,0.35516935485344,0.429326911506949,0.180862498600186,0.228613855781398
"CD101",12.9564980898045,0.187621040273434,0.374915167415338,0.486228876915527,0.548007017884341
"LOC105371206",8.92306234502043,0.271763366374179,0.40143385354441,0.313945929457701,0.374234857284869
"TMEM92",12.0681753798587,0.210342833711892,0.378320478619183,0.435604046632703,0.497764725652824
"SBSN",13.3125047289358,0.60354843237231,0.387377358125014,0.0275369324784334,0.0406979885485856
"SLC11A1",8.30225650314536,0.0505733742436228,0.404353611523958,0.850431591403034,0.876196345812909
"TUBB8B",8.32573271921946,0.521066704847444,0.433214264421128,0.0516644661626907,0.0728630208549479
"CA3",12.0812236399439,0.651593152975785,0.390128289050001,0.0176548241855446,0.0269330826360495
"EVPL",5.92710732278258,0.349542770959809,0.45223586548476,0.171523234557588,0.21811577562042
